image_id,gender,age,headshape,hair,hair_type,hair_color,forehead_occlusion,eyebrow_size,eyebrow_shape,eyes_color,eyes_size,eyes_shape,bags_under_eyes,narrow_eyes,eye_makeup,eyes_occlusion,nose_size,lips_size,lipstick,mouth_open,chin_shape,mustache,beard,goatee,sideburns,makeup,skin,expression,smile,glasses,hat
00130.jpg,man,aged,square head,receding hair,,gray hair,,thin eyebrow,angled eyebrow,blue eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,big nose,big lips,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
02764.jpg,woman,young,oval head,,straight hair,black hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,big nose,full lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00332.jpg,male,aged,rectangle head,receding hair,straight hair,gray hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
03514.jpg,female,young,square head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,,thick lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,smile,,
02901.jpg,female,young,round head,,,black hair,,bushy eyebrow,angled eyebrow,brown eyes,big eyes,upturned eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,brown skin,happiness,happy,,
03223.jpg,woman,old,square head,,,brown hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,,,,,less makeup,white skin,happiness,happy,,
02409.jpg,male,young,oval head,,,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,big nose,full lips,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
03658.jpg,female,young,round head,receding hair,,black hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,thick lips,lipstick,closed mouth,,,,,,less makeup,black skin,neutral,,,
01854.jpg,female,young,round head,,straight hair,blonde hair,,normal eyebrow,straight eyebrow,blue eyes,big eyes,upturned eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
00960.jpg,male,old,rectangle head,receding hair,,gray hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,downturned eyes,,,,,big nose,,,closed mouth,,,,,,less makeup,white skin,happiness,,spectacles,
04405.jpg,male,aged,oval head,,,brown hair,,thick eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,,,closed mouth,,mustache,beard,goatee,,less makeup,fair skin,neutral,,,
03162.jpg,female,aged,oval head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,,,eye makeup,,bulbous nose,big lips,lipstick,closed mouth,double chin,,,,,wearing makeup,white skin,happiness,happy,,
00979.jpg,male,young,round head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,full lips,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
01511.jpg,male,young,square head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,gray eyes,normal eyes,deep set eyes,,,eye makeup,,,full lips,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
03279.jpg,female,young,triangle head,,wavy hair,brown hair,,bushy eyebrow,straight eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,pale skin,neutral,,,
01288.jpg,man,young,oval head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,gray eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
04235.jpg,man,young,square head,,,brown hair,,thick eyebrow,straight eyebrow,green eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,full lips,,open mouth,,,beard,,,less makeup,fair skin,happiness,happy,,
00341.jpg,male,old,rectangle head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
03951.jpg,woman,young,oval head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,green eyes,small eyes,upturned eyes,,,eye makeup,,,full lips,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
02395.jpg,woman,young,round head,,straight hair,blond hair,,thin eyebrow,angled eyebrow,green eyes,big eyes,almond eyes,,,eye makeup,,big nose,,lipstick,closed mouth,,,,,,less makeup,pale skin,neutral,,,
04832.jpg,male,young,square head,,,brown hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,mustache,beard,,,less makeup,white skin,neutral,,,
00090.jpg,male,young,rectangle head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
01791.jpg,female,old,oval head,,,black hair,,normal eyebrow,round eyebrow,black eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,big lips,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
00409.jpg,male,young,oval head,receding hair,,brown hair,,thick eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,,,closed mouth,double chin,,beard,,,less makeup,white skin,happiness,,,
03908.jpg,woman,young,rectangle head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
00486.jpg,man,young,rectangle head,,,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,big nose,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
02483.jpg,woman,aged,rectangle head,,,brown hair,,thin eyebrow,round eyebrow,green eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00698.jpg,female,young,triangle head,,,brown hair,,thick eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
04311.jpg,female,young,triangle head,,,blonde hair,,thin eyebrow,straight eyebrow,gray eyes,small eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
03841.jpg,female,aged,square head,,wavy hair,blonde hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03743.jpg,man,young,oval head,,,black hair,,bushy eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,,closed mouth,,mustache,beard,goatee,,less makeup,wheat colour skin,neutral,,,
04439.jpg,male,aged,square head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,downturned eyes,bags under eyes,,,,big nose,,,closed mouth,double chin,,beard,goatee,sideburns,less makeup,white skin,happiness,happy,,
00024.jpg,male,old,oval head,,wavy hair,brown hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,big lips,,closed mouth,,,,,,less makeup,white skin,neutral,,,
00485.jpg,male,old,oval head,,,gray hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,big lips,,open mouth,double chin,,,,,less makeup,black skin,happiness,happy,,
02492.jpg,male,young,oval head,receding hair,,black hair,,normal eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,,,,,bulbous nose,full lips,,closed mouth,,,beard,goatee,,less makeup,brown skin,neutral,,sunglasses,
04420.jpg,male,young,oval head,,,black hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,big lips,,closed mouth,,,,,,less makeup,white skin,happiness,,,
01803.jpg,male,young,oval head,,straight hair,black hair,,normal eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,,,,thick lips,,closed mouth,,mustache,beard,,,less makeup,pale skin,neutral,,spectacles,
00315.jpg,female,old,triangle head,,wavy hair,brown hair,,normal eyebrow,round eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
00197.jpg,man,old,rectangle head,,,brown hair,,thin eyebrow,round eyebrow,blue eyes,big eyes,upturned eyes,bags under eyes,,,,big nose,,,closed mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
04442.jpg,female,young,oval head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,big eyes,almond eyes,,,,,,,lipstick,closed mouth,,,,,,wearing makeup,pale skin,happiness,,,
00753.jpg,woman,young,triangle head,,,blond hair,,thin eyebrow,round eyebrow,brown eyes,small eyes,upturned eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
00676.jpg,woman,aged,oval head,,straight hair,blond hair,,thin eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03376.jpg,woman,young,oval head,,wavy hair,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,downturned eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
01271.jpg,female,young,oval head,,,brown hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,less makeup,fair skin,neutral,,,
01155.jpg,female,young,oval head,,straight hair,blonde hair,,thin eyebrow,round eyebrow,brown eyes,big eyes,almond eyes,,,eye makeup,,,big lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
00610.jpg,male,young,oval head,,,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,,,,,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
00909.jpg,woman,old,square head,,,blonde hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,,,,open mouth,,,,,,less makeup,white skin,happiness,happy,,
01931.jpg,female,young,round head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,green eyes,normal eyes,deep set eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,heavy makeup,fair skin,neutral,,,
00709.jpg,female,young,oval head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,brown eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
03131.jpg,woman,young,round head,,,blonde hair,,normal eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
02201.jpg,male,young,oval head,bald,,,,normal eyebrow,angled eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,big lips,,open mouth,,,beard,,,less makeup,brown skin,happiness,happy,,
02045.jpg,man,aged,triangle head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,,,less makeup,fair skin,happiness,happy,,
01221.jpg,male,old,oval head,,,black hair,,normal eyebrow,round eyebrow,blue eyes,big eyes,upturned eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,pale skin,neutral,,spectacles,
02962.jpg,man,old,square head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,double chin,,beard,,,less makeup,white skin,happiness,,spectacles,
01597.jpg,male,young,oval head,,straight hair,brown hair,,thick eyebrow,straight eyebrow,gray eyes,normal eyes,deep set eyes,bags under eyes,,,,,,,closed mouth,,mustache,beard,,,less makeup,fair skin,neutral,,,
04005.jpg,man,aged,oval head,bald,,gray hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,almond eyes,bags under eyes,,,,pointy nose,,,open mouth,double chin,,beard,,,less makeup,white skin,happiness,smile,,
00783.jpg,man,young,rectangle head,,,blond hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,bags under eyes,,,,pointy nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
03715.jpg,man,old,rectangle head,,,brown hair,,bushy eyebrow,straight eyebrow,gray eyes,normal eyes,upturned eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,mustache,beard,,,less makeup,brown skin,happiness,,,
03386.jpg,female,young,round head,,wavy hair,black hair,,bushy eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,big nose,thick lips,lipstick,closed mouth,double chin,,,,,heavy makeup,white skin,happiness,happy,,
00817.jpg,man,young,round head,receding hair,,brown hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,thick lips,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
02966.jpg,female,young,oval head,,straight hair,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,heavy makeup,fair skin,happiness,,,
02524.jpg,female,young,round head,,,brown hair,,normal eyebrow,straight eyebrow,gray eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,big nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
00230.jpg,male,old,rectangle head,,straight hair,gray hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,,,big nose,,,open mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
04675.jpg,male,aged,square head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,blue eyes,normal eyes,upturned eyes,bags under eyes,,,,bulbous nose,,,closed mouth,double chin,,,,,less makeup,white skin,happiness,happy,,
03477.jpg,woman,young,triangle head,,wavy hair,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,smile,,
00789.jpg,male,aged,triangle head,receding hair,,black hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,bulbous nose,full lips,,closed mouth,double chin,mustache,beard,goatee,,less makeup,black skin,neutral,,,
00068.jpg,female,young,oval head,,straight hair,black hair,,bushy eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,neutral,,,
00266.jpg,female,young,oval head,,wavy hair,black hair,,normal eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
00374.jpg,male,young,oval head,,straight hair,black hair,,normal eyebrow,round eyebrow,blue eyes,small eyes,deep set eyes,,,,,bulbous nose,,,closed mouth,,,beard,goatee,,less makeup,white skin,neutral,,,
03555.jpg,male,old,oval head,receding hair,,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,big nose,,,closed mouth,double chin,,,,,less makeup,white skin,happiness,smile,,
03308.jpg,woman,young,round head,,wavy hair,blond hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,closed mouth,,,,,,heavy makeup,pale skin,neutral,,,
04913.jpg,man,young,round head,,straight hair,black hair,,bushy eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,big lips,,open mouth,,,,,,less makeup,white skin,happiness,smile,,
02137.jpg,female,young,round head,,straight hair,brown hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,white skin,happiness,smile,,
00406.jpg,woman,young,oval head,,,brown hair,,thin eyebrow,angled eyebrow,brown eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
01619.jpg,female,old,oval head,,wavy hair,black hair,,thin eyebrow,angled eyebrow,gray eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,thick lips,lipstick,closed mouth,,,,,,less makeup,fair skin,happiness,happy,,
01492.jpg,woman,young,round head,,wavy hair,,forehead occlusion,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,bulbous nose,full lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,happy,,hat
01208.jpg,male,old,square head,bald,,brown hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,downturned eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,white skin,happiness,,,
03409.jpg,female,young,square head,,,brown hair,,normal eyebrow,round eyebrow,blue eyes,normal eyes,upturned eyes,,,eye makeup,,,big lips,,closed mouth,,,,,,less makeup,pale skin,neutral,,,
02883.jpg,male,young,oval head,,wavy hair,brown hair,,thick eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,narrow eyes,eye makeup,,,full lips,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
03984.jpg,male,young,triangle head,,,black hair,,thick eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,big nose,,,closed mouth,,,,,,less makeup,fair skin,happiness,happy,,
04738.jpg,male,aged,oval head,bald,,,,normal eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,,,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,spectacles,
01774.jpg,woman,young,oval head,,,brown hair,,normal eyebrow,angled eyebrow,green eyes,big eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,wearing makeup,pale skin,happiness,happy,,
02988.jpg,female,young,square head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,black eyes,small eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
02780.jpg,female,aged,triangle head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,heavy makeup,pale skin,happiness,smile,,
00006.jpg,female,young,round head,,wavy hair,blonde hair,,thick eyebrow,straight eyebrow,green eyes,big eyes,downturned eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
00062.jpg,woman,young,square head,,,black hair,,thick eyebrow,angled eyebrow,black eyes,big eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
04876.jpg,man,young,oval head,,,black hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,almond eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,beard,,,less makeup,fair skin,happiness,happy,,
01107.jpg,male,young,square head,,wavy hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,,,eye makeup,,,big lips,,closed mouth,,,,,,less makeup,fair skin,happiness,,,
04625.jpg,man,young,rectangle head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,,,,closed mouth,,,beard,,,less makeup,wheat colour skin,neutral,,,
03986.jpg,female,young,oval head,,wavy hair,black hair,,thick eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,pointy nose,big lips,lipstick,closed mouth,,,,,,wearing makeup,fair skin,neutral,,,
02860.jpg,female,young,rectangle head,,wavy hair,brown hair,,thin eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,wheat colour skin,happiness,smile,,
00384.jpg,woman,young,square head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,blue eyes,normal eyes,almond eyes,,,,,,,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,happy,,
03029.jpg,female,young,triangle head,,wavy hair,brown hair,,bushy eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,bulbous nose,,lipstick,closed mouth,,,,,,heavy makeup,wheat colour skin,happiness,happy,,
01199.jpg,man,young,oval head,,straight hair,black hair,,thin eyebrow,straight eyebrow,blue eyes,small eyes,deep set eyes,,,,,,,,closed mouth,,mustache,beard,,,less makeup,white skin,neutral,,,
02075.jpg,female,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,bags under eyes,,eye makeup,,,full lips,lipstick,closed mouth,,,,,,less makeup,white skin,neutral,,,
02690.jpg,man,young,round head,,straight hair,brown hair,,bushy eyebrow,straight eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,,,,open mouth,,,,,,less makeup,white skin,neutral,,,
00282.jpg,man,young,oval head,,straight hair,black hair,,bushy eyebrow,angled eyebrow,gray eyes,normal eyes,deep set eyes,,,eye makeup,,pointy nose,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
00421.jpg,man,young,rectangle head,,straight hair,black hair,,thick eyebrow,straight eyebrow,brown eyes,small eyes,deep set eyes,bags under eyes,,eye makeup,,,,,closed mouth,,,,,,less makeup,fair skin,neutral,,,
04396.jpg,female,old,round head,,wavy hair,black hair,,normal eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,closed mouth,,,,,,less makeup,pale skin,neutral,,,
04106.jpg,woman,young,oval head,,straight hair,brown hair,,thin eyebrow,round eyebrow,black eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,closed mouth,,,,,,wearing makeup,white skin,happiness,,,
01327.jpg,man,young,triangle head,,,black hair,,thick eyebrow,straight eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,eye makeup,,big nose,,,open mouth,,,,,,less makeup,fair skin,happiness,happy,,
01539.jpg,female,young,triangle head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,gray eyes,normal eyes,downturned eyes,,,eye makeup,,,full lips,lipstick,open mouth,,,,,,heavy makeup,white skin,happiness,smile,,
00044.jpg,male,young,round head,,,black hair,,thick eyebrow,round eyebrow,black eyes,normal eyes,deep set eyes,bags under eyes,,eye makeup,,bulbous nose,,,closed mouth,,,,,,less makeup,wheat colour skin,happiness,,,hat
03600.jpg,male,young,triangle head,,straight hair,black hair,,thick eyebrow,straight eyebrow,gray eyes,small eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,beard,goatee,,less makeup,wheat colour skin,happiness,happy,,
01864.jpg,woman,young,oval head,,,black hair,,thin eyebrow,straight eyebrow,black eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,open mouth,,,,,,less makeup,white skin,neutral,,,
00716.jpg,man,young,square head,,,,forehead occlusion,bushy eyebrow,round eyebrow,green eyes,small eyes,downturned eyes,bags under eyes,,,,bulbous nose,,,open mouth,,,beard,goatee,,less makeup,white skin,happiness,happy,,hat
01642.jpg,woman,old,round head,,,brown hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,almond eyes,,narrow eyes,eye makeup,,bulbous nose,full lips,lipstick,open mouth,,,,,,less makeup,fair skin,happiness,smile,,
01881.jpg,man,old,oval head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,small eyes,upturned eyes,bags under eyes,,,,big nose,,,closed mouth,,,beard,,,less makeup,white skin,neutral,,,
03174.jpg,woman,young,round head,,,blonde hair,,normal eyebrow,angled eyebrow,gray eyes,small eyes,almond eyes,,,eye makeup,,pointy nose,full lips,lipstick,open mouth,,,,,,wearing makeup,white skin,happiness,happy,,
04792.jpg,woman,young,square head,,wavy hair,brown hair,,thick eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,white skin,happiness,,,
02929.jpg,woman,young,square head,,,brown hair,,normal eyebrow,straight eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,wearing makeup,white skin,neutral,,,
03756.jpg,woman,young,round head,,straight hair,black hair,,normal eyebrow,angled eyebrow,black eyes,big eyes,almond eyes,bags under eyes,,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,wheat colour skin,happiness,,,
02512.jpg,female,young,oval head,,straight hair,blonde hair,,thin eyebrow,round eyebrow,gray eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,,lipstick,closed mouth,,,,,,heavy makeup,pale skin,happiness,happy,,
02849.jpg,female,young,oval head,,straight hair,black hair,,normal eyebrow,angled eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,pointy nose,thick lips,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
03502.jpg,male,old,oval head,bald,,,,normal eyebrow,angled eyebrow,black eyes,normal eyes,almond eyes,bags under eyes,,,,big nose,big lips,,closed mouth,,,beard,,,less makeup,wheat colour skin,neutral,,,
04543.jpg,woman,young,round head,,wavy hair,blonde hair,,thin eyebrow,round eyebrow,brown eyes,normal eyes,deep set eyes,,narrow eyes,eye makeup,,,,lipstick,open mouth,,,,,,less makeup,fair skin,neutral,,,
00964.jpg,man,young,square head,,,brown hair,,normal eyebrow,straight eyebrow,green eyes,small eyes,deep set eyes,,,,,,full lips,,open mouth,,,beard,goatee,,less makeup,fair skin,neutral,,,
01926.jpg,woman,young,oval head,,wavy hair,brown hair,,thick eyebrow,angled eyebrow,brown eyes,small eyes,deep set eyes,,narrow eyes,eye makeup,,,big lips,lipstick,open mouth,,,,,,heavy makeup,fair skin,happiness,happy,,
02308.jpg,man,young,triangle head,,,brown hair,,thick eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,bulbous nose,,,open mouth,,,beard,,,less makeup,pale skin,happiness,smile,,
04790.jpg,female,young,round head,,straight hair,brown hair,,normal eyebrow,straight eyebrow,brown eyes,normal eyes,almond eyes,,,eye makeup,,,,lipstick,open mouth,,,,,,wearing makeup,fair skin,happiness,smile,,
00257.jpg,man,old,round head,,straight hair,brown hair,,normal eyebrow,angled eyebrow,blue eyes,normal eyes,deep set eyes,bags under eyes,,,,bulbous nose,,,closed mouth,,,,,,less makeup,white skin,neutral,,,
01753.jpg,man,young,square head,,straight hair,black hair,,thick eyebrow,round eyebrow,black eyes,small eyes,deep set eyes,bags under eyes,narrow eyes,,,,big lips,,open mouth,,,,,,less makeup,wheat colour skin,neutral,,,
03999.jpg,woman,young,oval head,,straight hair,brown hair,,thin eyebrow,angled eyebrow,blue eyes,normal eyes,almond eyes,,,eye makeup,,,big lips,lipstick,closed mouth,,,,,,heavy makeup,white skin,neutral,,,
00886.jpg,man,young,oval head,,wavy hair,brown hair,,normal eyebrow,angled eyebrow,green eyes,normal eyes,almond eyes,,,,,bulbous nose,,,closed mouth,,,,,,less makeup,wheat colour skin,neutral,,,
01299.jpg,man,young,rectangle head,,straight hair,brown hair,,bushy eyebrow,straight eyebrow,green eyes,small eyes,almond eyes,,,eye makeup,,big nose,,,open mouth,,,beard,,,less makeup,white skin,happiness,happy,,
